id_cliente,nome_cliente,segmento,cidade,uf,data_cadastro,canal_aquisicao,faixa_etaria
C00628,Gabriela Teixeira,Consumidor,Fortaleza,CE,2022-04-03,Mídia Paga,46-60
C00629,Henrique Cardoso,Consumidor,Manaus,AM,2022-11-26,Orgânico,60+
C00630,Elaine Souza,PME,Salvador,BA,2022-10-26,Mídia Paga,60+
C00631,Nuno Lima,Consumidor,São Paulo,SP,2022-08-13,Orgânico,36-45
C00632,Sofia Gomes,PME,Belo Horizonte,MG,2021-08-23,Parceiro,18-25
C00633,Carla Rocha,PME,Recife,PE,2020-08-15,Mídia Paga,18-25
C00634,Quezia Costa,Consumidor,Brasília,DF,2021-10-05,Mídia Paga,60+
C00635,Paulo Moraes,Consumidor,Brasília,DF,2022-09-04,Parceiro,36-45
C00636,Elaine Moraes,Consumidor,Manaus,AM,2021-12-05,Indicação,60+
C00637,Henrique Ribeiro,PME,Belo Horizonte,MG,2021-03-18,Parceiro,18-25
C00638,Tiago Rocha,Consumidor,Porto Alegre,RS,2020-09-05,Indicação,36-45
C00639,Gabriela Ribeiro,Consumidor,Porto Alegre,RS,2022-11-21,Orgânico,18-25
C00640,Marina Teixeira,Consumidor,Salvador,BA,2021-12-18,Indicação,18-25
C00641,Paulo Araújo,PME,Salvador,BA,2021-01-13,Mídia Paga,26-35
C00642,Nuno Souza,Consumidor,Salvador,BA,2021-08-16,Mídia Paga,36-45
C00643,Ana Costa,Consumidor,Brasília,DF,2021-06-02,Indicação,36-45
C00644,Ana Carvalho,PME,Curitiba,PR,2020-07-25,Parceiro,60+
C00645,Tiago Santos,PME,Recife,PE,2022-05-25,Mídia Paga,36-45
C00646,Lucas Barbosa,PME,Fortaleza,CE,2022-04-03,Mídia Paga,36-45
C00647,Bruno Costa,Consumidor,Rio de Janeiro,RJ,2021-11-14,Parceiro,46-60
C00648,Quezia Ribeiro,Consumidor,Salvador,BA,2021-07-25,Mídia Paga,26-35
C00649,Elaine Costa,PME,Brasília,DF,2021-01-09,Mídia Paga,46-60
C00650,Tiago Oliveira,Consumidor,São Paulo,SP,2020-12-29,Orgânico,18-25
C00651,Sofia Ribeiro,Consumidor,Curitiba,PR,2022-11-09,Indicação,26-35
C00652,Diego Almeida,Consumidor,Fortaleza,CE,2021-01-14,Orgânico,36-45
C00653,Diego Costa,Consumidor,Brasília,DF,2021-06-24,Indicação,60+
C00654,Carla Ribeiro,Consumidor,Porto Alegre,RS,2022-06-10,Indicação,36-45
C00655,Bruno Santos,Consumidor,São Paulo,SP,2021-08-07,Indicação,18-25
C00656,Lucas Ribeiro,Consumidor,Fortaleza,CE,2021-03-11,Orgânico,26-35
C00657,Olívia Teixeira,PME,Brasília,DF,2022-09-13,Orgânico,46-60
C00658,Henrique Pereira,Consumidor,Fortaleza,CE,2022-04-09,Mídia Paga,60+
C00659,Karina Carvalho,Consumidor,Belo Horizonte,MG,2020-12-16,Indicação,18-25
C00660,Lucas Moraes,Consumidor,Curitiba,PR,2020-10-07,Indicação,60+
C00661,Rafael Oliveira,Consumidor,Rio de Janeiro,RJ,2022-01-03,Mídia Paga,60+
C00662,Marina Oliveira,Consumidor,Belo Horizonte,MG,2021-07-27,Orgânico,60+
C00663,Karina Cardoso,Consumidor,Manaus,AM,2020-09-17,Mídia Paga,26-35
C00664,Sofia Moraes,PME,Fortaleza,CE,2022-08-07,Indicação,60+
C00665,Carla Moraes,Consumidor,Curitiba,PR,2021-10-13,Orgânico,60+
C00666,Elaine Teixeira,PME,Rio de Janeiro,RJ,2022-04-24,Parceiro,18-25
C00667,João Martins,PME,Fortaleza,CE,2021-06-06,Indicação,46-60
C00668,Lucas Oliveira,Consumidor,Curitiba,PR,2021-09-13,Indicação,60+
C00669,Bruno Gomes,Corporativo,Belo Horizonte,MG,2022-02-04,Parceiro,18-25
C00670,Henrique Rocha,Consumidor,Curitiba,PR,2022-11-01,Mídia Paga,46-60
C00671,Nuno Cardoso,PME,Recife,PE,2021-11-07,Orgânico,26-35
C00672,João Pereira,Consumidor,Recife,PE,2022-06-28,Orgânico,18-25
C00673,Nuno Pereira,PME,Fortaleza,CE,2021-01-28,Orgânico,46-60
C00674,Olívia Melo,PME,Manaus,AM,2022-06-01,Indicação,46-60
C00675,Ana Teixeira,Consumidor,Recife,PE,2021-03-23,Indicação,26-35
C00676,Sofia Araújo,PME,São Paulo,SP,2022-10-25,Mídia Paga,18-25
C00677,Quezia Almeida,Consumidor,Rio de Janeiro,RJ,2022-07-10,Indicação,18-25
C00678,Rafael Teixeira,Consumidor,Rio de Janeiro,RJ,2021-01-01,Orgânico,18-25
C00679,Olívia Melo,Corporativo,São Paulo,SP,2021-08-09,Parceiro,60+
C00680,Bruno Moraes,PME,Curitiba,PR,2022-06-14,Mídia Paga,60+
C00681,Sofia Souza,Consumidor,Manaus,AM,2022-06-12,Mídia Paga,36-45
C00682,Isabela Almeida,PME,Brasília,DF,2022-09-15,Orgânico,36-45
C00683,Felipe Teixeira,Consumidor,Rio de Janeiro,RJ,2021-03-24,Mídia Paga,46-60
C00684,Quezia Souza,Consumidor,Belo Horizonte,MG,2020-09-05,Orgânico,18-25
C00685,Paulo Rocha,Corporativo,Belo Horizonte,MG,2020-07-28,Mídia Paga,26-35
C00686,Isabela Santos,PME,Salvador,BA,2022-10-08,Orgânico,46-60
C00687,Marina Martins,Consumidor,Brasília,DF,2022-04-07,Indicação,26-35
C00688,Karina Melo,Consumidor,Recife,PE,2021-01-07,Mídia Paga,18-25
C00689,Nuno Moraes,Consumidor,Salvador,BA,2020-07-21,Parceiro,36-45
C00690,Henrique Teixeira,Consumidor,Recife,PE,2021-08-17,Mídia Paga,60+
C00691,Rafael Silva,Consumidor,Belo Horizonte,MG,2022-01-16,Mídia Paga,18-25
C00692,João Almeida,Consumidor,Porto Alegre,RS,2020-11-20,Orgânico,18-25
C00693,Gabriela Moraes,PME,Manaus,AM,2021-01-29,Indicação,18-25
C00694,Felipe Santos,Consumidor,Manaus,AM,2020-09-01,Mídia Paga,36-45
C00695,Olívia Almeida,Consumidor,Rio de Janeiro,RJ,2021-02-16,Mídia Paga,36-45
C00696,Bruno Almeida,Consumidor,Recife,PE,2021-12-27,Parceiro,36-45
C00697,Marina Lima,Consumidor,Porto Alegre,RS,2021-03-18,Indicação,18-25
C00698,Isabela Santos,Consumidor,Fortaleza,CE,2020-11-30,Orgânico,18-25
C00699,Paulo Pereira,Consumidor,Fortaleza,CE,2022-11-13,Mídia Paga,18-25
C00700,Ana Melo,Corporativo,Recife,PE,2021-04-23,Mídia Paga,46-60
C00701,Henrique Silva,Consumidor,Rio de Janeiro,RJ,2021-05-28,Indicação,46-60
C00702,Bruno Oliveira,Consumidor,Curitiba,PR,2021-10-18,Indicação,36-45
C00703,Gabriela Lima,Consumidor,Curitiba,PR,2021-02-07,Indicação,46-60
C00704,Carla Barbosa,PME,Salvador,BA,2021-07-22,Mídia Paga,26-35
C00705,Paulo Martins,Consumidor,Manaus,AM,2022-04-02,Orgânico,60+
C00706,Karina Souza,PME,São Paulo,SP,2022-10-26,Orgânico,18-25
C00707,Rafael Pereira,Consumidor,Brasília,DF,2021-08-20,Mídia Paga,26-35
C00708,Bruno Ferreira,Corporativo,Fortaleza,CE,2021-03-09,Mídia Paga,26-35
C00709,Diego Barbosa,Consumidor,Curitiba,PR,2020-08-14,Indicação,60+
C00710,Carla Costa,Consumidor,Manaus,AM,2022-04-21,Indicação,46-60
C00711,Elaine Carvalho,Consumidor,Manaus,AM,2021-05-23,Mídia Paga,26-35
C00712,Nuno Lima,PME,Belo Horizonte,MG,2020-10-18,Mídia Paga,60+
C00713,Elaine Santos,Consumidor,Manaus,AM,2022-10-22,Mídia Paga,60+
C00714,Carla Teixeira,Consumidor,São Paulo,SP,2022-06-02,Mídia Paga,46-60
C00715,Elaine Costa,PME,Fortaleza,CE,2020-12-24,Orgânico,36-45
C00716,Felipe Araújo,Consumidor,São Paulo,SP,2021-04-01,Indicação,18-25
C00717,Ana Cardoso,PME,Salvador,BA,2021-09-30,Orgânico,18-25
C00718,Henrique Barbosa,Corporativo,Brasília,DF,2021-07-01,Mídia Paga,26-35
C00719,Paulo Araújo,Consumidor,Belo Horizonte,MG,2020-12-31,Orgânico,18-25
C00720,Olívia Souza,Consumidor,Manaus,AM,2020-08-30,Orgânico,18-25
C00721,Quezia Santos,Corporativo,São Paulo,SP,2021-07-24,Orgânico,26-35
C00722,Diego Carvalho,PME,Salvador,BA,2022-04-11,Orgânico,26-35
C00723,Carla Araújo,PME,Recife,PE,2022-04-21,Indicação,18-25
C00724,Elaine Barbosa,PME,Recife,PE,2021-11-15,Mídia Paga,36-45
C00725,Sofia Souza,Corporativo,Belo Horizonte,MG,2022-10-31,Orgânico,18-25
C00726,Felipe Moraes,PME,Curitiba,PR,2021-03-24,Parceiro,60+
C00727,Quezia Araújo,Corporativo,Rio de Janeiro,RJ,2021-10-07,Mídia Paga,26-35
C00728,Karina Rocha,Consumidor,Porto Alegre,RS,2022-03-24,Indicação,60+
C00729,Bruno Souza,Corporativo,São Paulo,SP,2021-10-01,Parceiro,60+
C00730,Paulo Ferreira,Consumidor,Rio de Janeiro,RJ,2021-08-26,Orgânico,18-25
C00731,Lucas Ribeiro,PME,Porto Alegre,RS,2022-07-20,Orgânico,18-25
C00732,Sofia Silva,Consumidor,Manaus,AM,2020-10-28,Parceiro,46-60
C00733,Lucas Barbosa,PME,Recife,PE,2022-05-27,Mídia Paga,18-25
C00734,Nuno Almeida,PME,São Paulo,SP,2022-02-02,Mídia Paga,60+
C00735,Karina Souza,Consumidor,Rio de Janeiro,RJ,2021-03-07,Indicação,36-45
C00736,Felipe Cardoso,PME,Salvador,BA,2021-11-22,Mídia Paga,60+
C00737,Rafael Santos,PME,Salvador,BA,2022-04-02,Indicação,60+
C00738,Isabela Melo,PME,Salvador,BA,2021-12-06,Mídia Paga,36-45
C00739,Quezia Melo,Consumidor,Fortaleza,CE,2021-07-23,Mídia Paga,46-60
C00740,Carla Costa,PME,Manaus,AM,2021-11-21,Mídia Paga,46-60
C00741,Carla Santos,Consumidor,Belo Horizonte,MG,2022-02-10,Orgânico,18-25
C00742,Nuno Cardoso,PME,São Paulo,SP,2022-02-05,Parceiro,46-60
C00743,Gabriela Oliveira,Consumidor,São Paulo,SP,2022-02-07,Orgânico,26-35
C00744,Sofia Melo,PME,Salvador,BA,2021-07-23,Mídia Paga,46-60
C00745,Isabela Ferreira,Consumidor,Curitiba,PR,2022-06-10,Indicação,36-45
C00746,Felipe Cardoso,PME,Belo Horizonte,MG,2021-03-09,Orgânico,26-35
C00747,Henrique Santos,PME,Belo Horizonte,MG,2022-06-20,Orgânico,36-45
C00748,Karina Gomes,Consumidor,São Paulo,SP,2021-01-20,Orgânico,46-60
C00749,Ana Martins,Consumidor,Curitiba,PR,2022-07-31,Parceiro,26-35
C00750,Karina Ribeiro,Corporativo,Brasília,DF,2021-07-01,Indicação,36-45
C00751,Elaine Teixeira,Corporativo,Manaus,AM,2021-01-19,Mídia Paga,46-60
C00752,João Silva,Consumidor,Brasília,DF,2022-08-05,Indicação,26-35
C00753,Gabriela Teixeira,Consumidor,São Paulo,SP,2021-03-20,Indicação,36-45
C00754,Marina Costa,Consumidor,Rio de Janeiro,RJ,2021-06-26,Indicação,60+
C00755,Elaine Rocha,PME,Salvador,BA,2021-10-21,Indicação,36-45
C00756,Gabriela Barbosa,Consumidor,Brasília,DF,2022-09-04,Mídia Paga,46-60
C00757,Nuno Pereira,PME,Recife,PE,2020-11-16,Mídia Paga,60+
C00758,Sofia Martins,Consumidor,Salvador,BA,2022-09-26,Orgânico,46-60
C00759,Olívia Teixeira,PME,Belo Horizonte,MG,2021-05-12,Mídia Paga,26-35
C00760,Sofia Ribeiro,Consumidor,Curitiba,PR,2020-07-31,Indicação,46-60
C00761,João Araújo,Consumidor,Belo Horizonte,MG,2022-03-09,Orgânico,36-45
C00762,Isabela Araújo,Consumidor,Rio de Janeiro,RJ,2020-10-10,Parceiro,18-25
C00763,Nuno Almeida,Consumidor,Fortaleza,CE,2021-05-02,Indicação,46-60
C00764,Isabela Lima,Corporativo,São Paulo,SP,2020-07-20,Indicação,26-35
C00765,Felipe Souza,Consumidor,Belo Horizonte,MG,2021-12-02,Orgânico,46-60
C00766,Gabriela Lima,PME,Rio de Janeiro,RJ,2021-06-24,Mídia Paga,60+
C00767,João Almeida,PME,Salvador,BA,2020-08-08,Mídia Paga,36-45
C00768,Lucas Araújo,Consumidor,Brasília,DF,2022-02-17,Indicação,26-35
C00769,Gabriela Cardoso,Consumidor,Porto Alegre,RS,2020-08-03,Indicação,60+
C00770,Carla Santos,PME,Recife,PE,2021-08-18,Mídia Paga,18-25
C00771,Olívia Moraes,Consumidor,Salvador,BA,2022-07-13,Indicação,36-45
C00772,Elaine Ferreira,Consumidor,Belo Horizonte,MG,2020-12-22,Orgânico,26-35
C00773,Ana Araújo,Consumidor,Rio de Janeiro,RJ,2022-09-14,Mídia Paga,18-25
C00774,Isabela Souza,Consumidor,Fortaleza,CE,2022-08-03,Orgânico,18-25
C00775,Sofia Costa,PME,Manaus,AM,2022-05-06,Orgânico,36-45
C00776,Lucas Lima,Consumidor,Manaus,AM,2021-12-11,Mídia Paga,60+
C00777,Sofia Silva,Consumidor,Rio de Janeiro,RJ,2020-08-15,Indicação,26-35
C00778,Quezia Araújo,Corporativo,Rio de Janeiro,RJ,2022-04-27,Indicação,60+
C00779,Lucas Martins,Consumidor,Rio de Janeiro,RJ,2022-05-31,Indicação,60+
C00780,Elaine Araújo,Consumidor,Rio de Janeiro,RJ,2021-06-18,Mídia Paga,36-45
C00781,Diego Martins,Consumidor,Salvador,BA,2021-07-15,Orgânico,60+
C00782,Nuno Costa,PME,Recife,PE,2022-02-08,Mídia Paga,46-60
C00783,Paulo Santos,Corporativo,São Paulo,SP,2021-01-11,Indicação,60+
C00784,Felipe Oliveira,PME,Manaus,AM,2022-08-20,Indicação,26-35
C00785,Henrique Rocha,Consumidor,Recife,PE,2022-07-30,Mídia Paga,36-45
C00786,Paulo Moraes,PME,Recife,PE,2021-12-03,Parceiro,46-60
C00787,Diego Almeida,Consumidor,Fortaleza,CE,2022-08-14,Indicação,26-35
C00788,Ana Lima,PME,Rio de Janeiro,RJ,2021-07-10,Indicação,36-45
C00789,Carla Melo,Consumidor,Rio de Janeiro,RJ,2020-10-15,Mídia Paga,46-60
C00790,Rafael Cardoso,Consumidor,Salvador,BA,2020-08-26,Orgânico,18-25
C00791,Olívia Carvalho,Corporativo,Rio de Janeiro,RJ,2021-11-05,Mídia Paga,46-60
C00792,Felipe Araújo,Consumidor,Curitiba,PR,2020-12-09,Indicação,36-45
C00793,Paulo Cardoso,PME,Rio de Janeiro,RJ,2021-04-29,Mídia Paga,60+
C00794,Sofia Martins,Consumidor,Curitiba,PR,2021-07-14,Indicação,36-45
C00795,Sofia Souza,PME,São Paulo,SP,2022-11-04,Orgânico,36-45
C00796,Diego Rocha,Consumidor,Salvador,BA,2021-11-08,Orgânico,36-45
C00797,Henrique Ribeiro,Consumidor,Porto Alegre,RS,2022-03-24,Indicação,18-25
C00798,Nuno Teixeira,PME,São Paulo,SP,2021-08-18,Indicação,46-60
C00799,Karina Martins,Consumidor,Manaus,AM,2022-11-10,Indicação,36-45
C00800,Quezia Carvalho,Consumidor,Salvador,BA,2021-07-12,Orgânico,36-45
C00801,Carla Cardoso,Consumidor,Fortaleza,CE,2021-02-20,Orgânico,36-45
C00802,Sofia Santos,Consumidor,Rio de Janeiro,RJ,2020-11-28,Indicação,36-45
C00803,Gabriela Gomes,Consumidor,Fortaleza,CE,2021-09-21,Mídia Paga,36-45
C00804,Isabela Moraes,Consumidor,Recife,PE,2021-10-17,Indicação,60+
C00805,Sofia Araújo,Consumidor,Brasília,DF,2022-05-25,Orgânico,46-60
C00806,Bruno Melo,Consumidor,Recife,PE,2021-05-02,Orgânico,46-60
C00807,Nuno Rocha,Consumidor,Curitiba,PR,2020-07-21,Orgânico,18-25
C00808,Tiago Ferreira,PME,Belo Horizonte,MG,2022-03-15,Indicação,18-25
C00809,Paulo Cardoso,Consumidor,Curitiba,PR,2021-08-14,Parceiro,46-60
C00810,Isabela Cardoso,PME,Curitiba,PR,2020-09-15,Orgânico,18-25
C00811,Carla Carvalho,Corporativo,São Paulo,SP,2022-10-07,Indicação,18-25
C00812,Elaine Ferreira,Corporativo,Rio de Janeiro,RJ,2021-10-22,Orgânico,60+
C00813,Quezia Almeida,Corporativo,Manaus,AM,2020-09-30,Indicação,18-25
C00814,Marina Ferreira,Consumidor,Manaus,AM,2020-11-08,Parceiro,26-35
C00815,Nuno Almeida,Consumidor,Curitiba,PR,2021-09-08,Mídia Paga,18-25
C00816,Henrique Almeida,Consumidor,Recife,PE,2021-08-03,Mídia Paga,26-35
C00817,Tiago Souza,Consumidor,Curitiba,PR,2022-11-11,Mídia Paga,18-25
C00818,Lucas Santos,PME,Curitiba,PR,2021-02-16,Indicação,26-35
C00819,João Oliveira,PME,Recife,PE,2022-03-16,Parceiro,26-35
C00820,Nuno Souza,Consumidor,Salvador,BA,2020-08-23,Orgânico,18-25
C00821,Nuno Carvalho,PME,Fortaleza,CE,2020-11-08,Mídia Paga,18-25
C00822,Rafael Carvalho,PME,Manaus,AM,2020-11-16,Indicação,18-25
C00823,Olívia Pereira,PME,Belo Horizonte,MG,2021-02-25,Orgânico,26-35
C00824,Elaine Moraes,PME,Brasília,DF,2020-12-02,Mídia Paga,36-45
C00825,Felipe Teixeira,Consumidor,Belo Horizonte,MG,2022-03-11,Mídia Paga,36-45
C00826,Ana Silva,Consumidor,Manaus,AM,2022-04-17,Parceiro,60+
C00827,Isabela Lima,PME,Fortaleza,CE,2022-05-13,Orgânico,60+
C00828,Ana Melo,Consumidor,Manaus,AM,2022-08-04,Indicação,46-60
C00829,Gabriela Costa,PME,Porto Alegre,RS,2020-12-02,Parceiro,36-45
C00830,João Costa,Consumidor,Manaus,AM,2022-04-26,Indicação,46-60
C00831,Tiago Barbosa,PME,Curitiba,PR,2022-04-05,Parceiro,36-45
C00832,Marina Costa,Consumidor,Salvador,BA,2020-12-23,Mídia Paga,46-60
C00833,Bruno Souza,PME,Rio de Janeiro,RJ,2021-05-11,Orgânico,26-35
C00834,Bruno Silva,Consumidor,Manaus,AM,2020-12-06,Orgânico,60+
C00835,Rafael Souza,Consumidor,Salvador,BA,2022-07-20,Indicação,36-45
C00836,Quezia Rocha,Consumidor,Rio de Janeiro,RJ,2022-01-12,Orgânico,18-25
C00837,Isabela Gomes,Consumidor,Fortaleza,CE,2020-07-31,Parceiro,36-45
C00838,Nuno Lima,Corporativo,Brasília,DF,2022-01-16,Orgânico,46-60
C00839,Gabriela Pereira,PME,Fortaleza,CE,2022-10-09,Orgânico,26-35
C00840,Olívia Gomes,Consumidor,Fortaleza,CE,2022-10-22,Parceiro,60+
C00841,Lucas Oliveira,Consumidor,Belo Horizonte,MG,2022-07-29,Orgânico,36-45
C00842,Sofia Silva,Consumidor,Manaus,AM,2022-04-29,Indicação,60+
C00843,Paulo Santos,Consumidor,Porto Alegre,RS,2020-10-07,Mídia Paga,18-25
C00844,Karina Pereira,Consumidor,Rio de Janeiro,RJ,2020-07-28,Orgânico,46-60
C00845,Isabela Moraes,PME,Fortaleza,CE,2021-02-27,Mídia Paga,36-45
C00846,Gabriela Souza,Corporativo,Manaus,AM,2022-07-23,Mídia Paga,36-45
C00847,Tiago Martins,Consumidor,Rio de Janeiro,RJ,2021-05-21,Orgânico,36-45
C00848,Marina Martins,Consumidor,Porto Alegre,RS,2022-06-19,Orgânico,26-35
C00849,João Moraes,Consumidor,Recife,PE,2020-11-09,Orgânico,18-25
C00850,Sofia Moraes,PME,Fortaleza,CE,2022-03-03,Indicação,46-60
C00851,Nuno Oliveira,PME,Recife,PE,2021-02-25,Orgânico,36-45
C00852,Quezia Oliveira,Corporativo,Fortaleza,CE,2021-06-11,Orgânico,46-60
C00853,Elaine Ribeiro,Consumidor,Curitiba,PR,2022-07-03,Mídia Paga,60+
C00854,Quezia Rocha,Consumidor,Brasília,DF,2022-08-14,Indicação,46-60
C00855,Isabela Teixeira,PME,Curitiba,PR,2021-12-04,Orgânico,60+
C00856,Carla Rocha,Consumidor,Recife,PE,2022-10-17,Mídia Paga,36-45
C00857,Isabela Carvalho,Consumidor,Fortaleza,CE,2021-03-04,Parceiro,26-35
C00858,Rafael Silva,Consumidor,Rio de Janeiro,RJ,2021-09-14,Orgânico,18-25
C00859,Marina Moraes,Consumidor,Fortaleza,CE,2020-12-24,Mídia Paga,36-45
C00860,João Oliveira,PME,Recife,PE,2020-08-31,Orgânico,18-25
C00861,Gabriela Araújo,Consumidor,Porto Alegre,RS,2022-11-05,Indicação,26-35
C00862,Olívia Pereira,Consumidor,Curitiba,PR,2020-10-05,Indicação,18-25
C00863,Paulo Silva,Consumidor,Fortaleza,CE,2021-07-24,Mídia Paga,60+
C00864,Diego Rocha,Consumidor,Salvador,BA,2022-11-24,Parceiro,46-60
C00865,Bruno Araújo,PME,Brasília,DF,2022-02-08,Indicação,60+
C00866,Bruno Melo,Consumidor,Fortaleza,CE,2022-04-09,Orgânico,60+
C00867,Diego Araújo,Consumidor,Recife,PE,2021-08-05,Indicação,36-45
C00868,Olívia Ferreira,Consumidor,Fortaleza,CE,2021-12-15,Indicação,60+
C00869,Olívia Pereira,Corporativo,Manaus,AM,2020-07-23,Mídia Paga,46-60
C00870,Felipe Moraes,Corporativo,Fortaleza,CE,2020-09-05,Orgânico,18-25
C00871,Tiago Araújo,PME,Porto Alegre,RS,2022-06-25,Orgânico,46-60
C00872,Isabela Gomes,Corporativo,São Paulo,SP,2021-11-30,Mídia Paga,26-35
C00873,Carla Carvalho,PME,São Paulo,SP,2020-08-28,Indicação,60+
C00874,Bruno Cardoso,Consumidor,Salvador,BA,2020-10-06,Orgânico,26-35
C00875,Diego Souza,PME,Manaus,AM,2021-01-16,Parceiro,46-60
C00876,Diego Cardoso,PME,Manaus,AM,2021-03-18,Orgânico,18-25
C00877,Felipe Ribeiro,Consumidor,Porto Alegre,RS,2021-11-27,Mídia Paga,60+
C00878,Gabriela Barbosa,Consumidor,Belo Horizonte,MG,2022-07-30,Parceiro,18-25
C00879,Quezia Lima,Consumidor,Salvador,BA,2022-02-12,Orgânico,36-45
C00880,Henrique Pereira,PME,Brasília,DF,2021-09-27,Mídia Paga,46-60
C00881,Lucas Silva,Corporativo,Brasília,DF,2020-09-10,Indicação,18-25
C00882,Felipe Rocha,PME,Recife,PE,2020-10-03,Orgânico,18-25
C00883,Quezia Ribeiro,PME,Manaus,AM,2022-10-04,Indicação,60+
C00884,Tiago Pereira,PME,Curitiba,PR,2021-06-10,Mídia Paga,46-60
C00885,Tiago Barbosa,PME,Manaus,AM,2020-09-16,Mídia Paga,46-60
C00886,Elaine Melo,PME,Recife,PE,2020-11-20,Parceiro,36-45
C00887,Karina Lima,Consumidor,Curitiba,PR,2021-06-17,Orgânico,60+
C00888,Bruno Gomes,Consumidor,Brasília,DF,2022-08-11,Orgânico,60+
C00889,João Teixeira,Consumidor,Rio de Janeiro,RJ,2021-08-30,Mídia Paga,46-60
C00890,Tiago Ferreira,Consumidor,Brasília,DF,2020-07-21,Indicação,36-45
C00891,Elaine Martins,PME,Manaus,AM,2021-01-13,Indicação,26-35
C00892,Elaine Rocha,Consumidor,Fortaleza,CE,2022-08-24,Mídia Paga,18-25
C00893,Gabriela Barbosa,Consumidor,Belo Horizonte,MG,2021-08-02,Orgânico,60+
C00894,Nuno Barbosa,Consumidor,Manaus,AM,2021-07-10,Mídia Paga,46-60
C00895,Quezia Pereira,PME,Belo Horizonte,MG,2022-07-08,Indicação,46-60
C00896,Paulo Souza,Consumidor,Porto Alegre,RS,2021-08-23,Mídia Paga,60+
C00897,Diego Santos,Consumidor,Manaus,AM,2021-10-10,Indicação,36-45
C00898,Paulo Silva,Consumidor,Curitiba,PR,2022-02-04,Mídia Paga,26-35
C00899,Gabriela Lima,PME,Curitiba,PR,2022-02-15,Mídia Paga,46-60
C00900,João Teixeira,Consumidor,Fortaleza,CE,2021-04-25,Indicação,36-45
C00901,Elaine Melo,PME,Manaus,AM,2022-07-20,Indicação,46-60
C00902,Tiago Rocha,PME,Manaus,AM,2021-01-21,Indicação,46-60
C00903,Isabela Oliveira,Consumidor,Fortaleza,CE,2020-11-09,Mídia Paga,18-25
C00904,Rafael Oliveira,Consumidor,Rio de Janeiro,RJ,2021-02-11,Orgânico,60+
C00905,Gabriela Araújo,Consumidor,Manaus,AM,2021-06-16,Indicação,18-25
C00906,Sofia Barbosa,Consumidor,Porto Alegre,RS,2022-03-26,Orgânico,60+
C00907,Ana Carvalho,PME,São Paulo,SP,2021-07-17,Indicação,46-60
C00908,Felipe Ribeiro,Consumidor,Rio de Janeiro,RJ,2021-05-27,Orgânico,36-45
C00909,Felipe Souza,PME,Recife,PE,2021-01-07,Indicação,36-45
C00910,Karina Almeida,Consumidor,Belo Horizonte,MG,2021-10-06,Indicação,18-25
C00911,Henrique Araújo,Consumidor,Manaus,AM,2021-04-11,Indicação,60+
C00912,Paulo Silva,Consumidor,Recife,PE,2022-09-26,Indicação,26-35
C00913,Diego Ferreira,Corporativo,Brasília,DF,2021-04-11,Mídia Paga,26-35
C00914,Elaine Gomes,Consumidor,Porto Alegre,RS,2020-09-22,Indicação,26-35
C00915,Olívia Souza,PME,Recife,PE,2021-05-13,Orgânico,46-60
C00916,Isabela Moraes,Corporativo,São Paulo,SP,2021-07-27,Orgânico,46-60
C00917,Quezia Ribeiro,Corporativo,Porto Alegre,RS,2021-04-12,Orgânico,60+
C00918,Rafael Almeida,Consumidor,Belo Horizonte,MG,2020-11-20,Mídia Paga,26-35
C00919,Karina Almeida,PME,Salvador,BA,2021-01-03,Parceiro,46-60
C00920,Ana Pereira,Consumidor,Manaus,AM,2021-12-31,Indicação,18-25
C00921,Felipe Rocha,PME,São Paulo,SP,2021-01-13,Indicação,46-60
C00922,Ana Barbosa,PME,Rio de Janeiro,RJ,2021-05-30,Mídia Paga,36-45
C00923,Marina Lima,Corporativo,Manaus,AM,2021-12-01,Mídia Paga,18-25
C00924,Isabela Gomes,Consumidor,São Paulo,SP,2020-10-17,Orgânico,60+
C00925,Paulo Gomes,PME,Porto Alegre,RS,2022-04-07,Orgânico,46-60
C00926,Isabela Teixeira,Corporativo,Recife,PE,2022-08-11,Indicação,26-35
C00927,Tiago Teixeira,Consumidor,Manaus,AM,2021-01-13,Orgânico,60+
C00928,Isabela Costa,Consumidor,Porto Alegre,RS,2021-06-15,Mídia Paga,18-25
C00929,Isabela Cardoso,Corporativo,Brasília,DF,2021-03-13,Mídia Paga,18-25
C00930,Nuno Almeida,Corporativo,Salvador,BA,2021-09-16,Orgânico,60+
C00931,Henrique Souza,Consumidor,São Paulo,SP,2020-11-24,Orgânico,46-60
C00932,Ana Ferreira,Consumidor,Manaus,AM,2020-08-27,Parceiro,46-60
C00933,Karina Ribeiro,Corporativo,Porto Alegre,RS,2022-06-17,Orgânico,18-25
C00934,Isabela Ferreira,Consumidor,Salvador,BA,2020-07-25,Orgânico,26-35
C00935,Henrique Oliveira,Corporativo,Salvador,BA,2021-06-18,Mídia Paga,60+
C00936,Marina Carvalho,Consumidor,São Paulo,SP,2022-10-29,Mídia Paga,18-25
C00937,João Moraes,PME,Fortaleza,CE,2022-10-07,Indicação,18-25
C00938,Tiago Rocha,Consumidor,Recife,PE,2022-08-26,Orgânico,60+
C00939,Olívia Rocha,PME,Fortaleza,CE,2021-11-04,Mídia Paga,60+
C00940,Sofia Costa,Consumidor,Brasília,DF,2021-12-31,Orgânico,18-25
